1	0
1.40974	0.00415982
1.71946	0.0064246
1.99394	0.00785939
2.2249	0.00920236
2.44212	0.00937147
2.63707	0.0105443
2.81131	0.0105222
2.98559	0.0114212
3.15443	0.0131659
3.31311	0.0134688
3.4673	0.0148903
3.59986	0.0154929
3.73928	0.0164577
3.87653	0.0170189
4.00362	0.0167936
4.12681	0.0173604
4.2475	0.0180125
4.36949	0.0188494
4.48588	0.0176679
4.60176	0.019569
4.70337	0.0205348
4.80724	0.0220913
4.90417	0.0224659
5.01059	0.0218572
5.10465	0.0218167
5.20206	0.0220688
5.30472	0.0225963
5.40242	0.0228584
5.49577	0.0231401
5.58918	0.0232629
5.67462	0.0242285
5.76436	0.0235874
5.85502	0.0239276
5.93888	0.024154
6.01869	0.0247731
6.10996	0.0245968
6.19068	0.0256101
6.2712	0.0256084
6.35109	0.0257474
6.43626	0.0257716
6.51589	0.0260379
6.59291	0.0257563
6.66697	0.0256751
6.73499	0.0263868
6.79971	0.0263841
6.87858	0.026516
6.95366	0.0268413
7.03418	0.0270742
7.10485	0.0272317
7.16842	0.027675
7.23263	0.0282056
7.29937	0.0280681
7.37573	0.0293518
7.45405	0.0298158
7.51992	0.0307396
7.58006	0.0311345
7.65812	0.0308427
7.72336	0.0307845
7.77951	0.0314147
7.84435	0.0317872
7.89873	0.0313436
7.96022	0.0310155
8.03093	0.0301012
8.09463	0.030719
8.16284	0.0307317
8.22148	0.030962
8.29271	0.0306726
8.35142	0.0313855
8.41064	0.0311821
8.46856	0.0329074
8.53619	0.0349145
8.5872	0.0351665
8.63795	0.0359312
8.69363	0.0366848
8.7499	0.0363455
8.80834	0.0358736
8.85989	0.036647
8.91834	0.0370951
8.96847	0.0369802
9.0255	0.0380334
9.08329	0.0388533
9.14104	0.0394368
9.19492	0.0390292
9.2461	0.038578
9.30251	0.0381833
9.36844	0.0378958
9.41605	0.0376691
9.4692	0.0376065
9.52667	0.0376968
9.57997	0.0376207
9.6283	0.0381198
9.67701	0.038125
9.7202	0.0386547
9.7745	0.0386188
9.82761	0.0390221
9.87284	0.0383397
9.92738	0.0385887
9.97708	0.0390662
10.0227	0.0387953
