1	0
1.41553	0.00384616
1.73412	0.00533129
2.00266	0.00720361
2.24014	0.00790508
2.45412	0.00937732
2.64812	0.00956714
2.83408	0.0103506
3.01197	0.01075
3.18145	0.0127722
3.33472	0.0134146
3.4702	0.0140999
3.60657	0.014861
3.74303	0.0152845
3.87689	0.016787
4.00306	0.01703
4.12041	0.0171094
4.23373	0.0176098
4.34934	0.0189635
4.46404	0.018954
4.57789	0.0196201
4.67573	0.0208341
4.77891	0.0202153
4.88512	0.0211376
4.98227	0.0211789
5.08187	0.0218773
5.17882	0.0222474
5.28485	0.0221986
5.37203	0.0221408
5.4708	0.0225405
5.56542	0.0217233
5.65896	0.0222416
5.74254	0.0236619
5.82658	0.023444
5.91336	0.0240829
5.98832	0.0248344
6.0657	0.0253613
6.15063	0.0250897
6.23422	0.0257689
6.31604	0.0268671
6.39822	0.0263477
6.47511	0.0265867
6.55499	0.0269904
6.62594	0.027989
6.70351	0.0283856
6.78275	0.0285478
6.85443	0.0290169
6.93136	0.0294708
6.99851	0.0296133
7.07542	0.0299881
7.14477	0.0299652
7.21399	0.0298749
7.28666	0.0292893
7.35176	0.0305825
7.42472	0.0318651
7.49636	0.0315475
7.56657	0.0321962
7.63656	0.0311645
7.70589	0.0312424
7.7689	0.031177
7.83796	0.0322255
7.90259	0.0317202
7.95802	0.0325305
8.01573	0.0324267
8.07902	0.0328577
8.14712	0.0321243
8.20755	0.0320621
8.2652	0.0312423
8.32751	0.0304554
8.38967	0.0301312
8.44883	0.0306836
8.51101	0.0309352
8.57095	0.0310791
8.62469	0.0312363
8.67964	0.0314274
8.73255	0.0321454
8.79405	0.0321136
8.83988	0.0320796
8.88288	0.0329407
8.93367	0.0331991
8.98006	0.0327906
9.03822	0.0339108
9.10112	0.0334616
9.15785	0.0330793
9.2123	0.0335618
9.25849	0.0344531
9.30989	0.0347714
9.36046	0.0351323
9.40243	0.0348408
9.45347	0.0347812
9.5068	0.0354652
9.54931	0.0363803
9.60126	0.0364638
9.65451	0.0376485
9.71306	0.0377026
9.76957	0.0383586
9.82006	0.0381753
9.87326	0.0376195
9.92153	0.038538
9.96986	0.0370077
