-3 	0
-2.94 	0
-2.88 	0
-2.82 	0
-2.76 	0
-2.7 	0
-2.64 	0
-2.58 	0
-2.52 	0
-2.46 	0
-2.4 	0
-2.34 	0
-2.28 	0
-2.22 	0
-2.16 	0.00208333
-2.1 	0.0166667
-2.04 	0
-1.98 	0.0145833
-1.92 	0.01875
-1.86 	0.0375
-1.8 	0.0270833
-1.74 	0.0375
-1.68 	0.06875
-1.62 	0.0541667
-1.56 	0.0916667
-1.5 	0.129167
-1.44 	0.14375
-1.38 	0.15
-1.32 	0.220833
-1.26 	0.222917
-1.2 	0.30625
-1.14 	0.264583
-1.08 	0.295833
-1.02 	0.333333
-0.96 	0.39375
-0.9 	0.397917
-0.84 	0.385417
-0.78 	0.45625
-0.72 	0.375
-0.66 	0.325
-0.6 	0.4
-0.54 	0.389583
-0.48 	0.360417
-0.42 	0.308333
-0.36 	0.31875
-0.3 	0.297917
-0.24 	0.291667
-0.18 	0.277083
-0.12 	0.283333
-0.06 	0.24375
0 	0.291667
0.06 	0.277083
0.12 	0.30625
0.18 	0.325
0.24 	0.3375
0.3 	0.295833
0.36 	0.39375
0.42 	0.410417
0.48 	0.46875
0.54 	0.458333
0.6 	0.445833
0.66 	0.416667
0.72 	0.464583
0.78 	0.433333
0.84 	0.43125
0.9 	0.4
0.96 	0.383333
1.02 	0.339583
1.08 	0.289583
1.14 	0.297917
1.2 	0.258333
1.26 	0.233333
1.32 	0.183333
1.38 	0.191667
1.44 	0.0979167
1.5 	0.0875
1.56 	0.05625
1.62 	0.0708333
1.68 	0.03125
1.74 	0.0229167
1.8 	0.0104167
1.86 	0.0104167
1.92 	0.00208333
1.98 	0.00208333
2.04 	0
2.1 	0
2.16 	0.00208333
2.22 	0
2.28 	0
2.34 	0
2.4 	0
2.46 	0
2.52 	0
2.58 	0
2.64 	0
2.7 	0
2.76 	0
2.82 	0
2.88 	0
2.94 	0
3 	0
