           1    -5.45847    -5.45847           0
           2     -5.4583    -5.45839  5.7957e-05
           3    -5.45848    -5.45842 4.69121e-05
           4    -5.45816    -5.45835 6.68309e-05
           5    -5.45747    -5.45818 0.000166044
           6    -5.45721    -5.45802 0.000202245
           7    -5.45834    -5.45806 0.000178753
           8    -5.45902    -5.45818 0.000192171
           9    -5.45779    -5.45814 0.000175601
          10    -5.45841    -5.45817 0.000160194
          11    -5.45903    -5.45824 0.000163872
          12    -5.45743    -5.45818 0.000163807
          13    -5.45851     -5.4582 0.000153258
          14    -5.45728    -5.45814 0.000155795
          15    -5.45689    -5.45805 0.000166206
          16    -5.45882     -5.4581 0.000162625
          17     -5.4582    -5.45811 0.000153161
          18    -5.45885    -5.45815 0.000150062
          19    -5.45866    -5.45818 0.000144541
          20    -5.45916    -5.45822 0.000145428
           1    -3.37965    -3.37965           0
           2    -3.37646    -3.37806  0.00112837
           3    -3.37829    -3.37813 0.000755038
           4    -3.37758      -3.378 0.000578795
           5     -3.3788    -3.37816 0.000484998
           6    -3.37809    -3.37815 0.000404295
           7    -3.37912    -3.37829 0.000369862
           8    -3.37788    -3.37824 0.000327062
           9    -3.37859    -3.37827 0.000293056
          10    -3.37657     -3.3781 0.000309174
          11    -3.37857    -3.37815 0.000283958
          12    -3.37834    -3.37816  0.00026076
          13    -3.37797    -3.37815 0.000241107
          14    -3.37807    -3.37814 0.000223955
          15    -3.37727    -3.37808 0.000216444
          16    -3.37719    -3.37803 0.000209972
          17    -3.37872    -3.37807 0.000201482
          18    -3.37864     -3.3781 0.000192773
          19    -3.37914    -3.37816 0.000190272
          20    -3.37924    -3.37821 0.000188259
           1     1.38921     1.38921           0
           2     1.38916     1.38918  1.7466e-05
           3     1.38913     1.38916 1.90198e-05
           4      1.3891     1.38915 2.05463e-05
           5     1.38899     1.38912 3.28945e-05
           6     1.38915     1.38912 2.79925e-05
           7     1.38907     1.38911 2.48677e-05
           8     1.38899      1.3891    2.62e-05
           9     1.38903     1.38909 2.43051e-05
          10     1.38911     1.38909 2.19644e-05
          11     1.38906     1.38909 2.01535e-05
          12     1.38913     1.38909 1.87006e-05
          13     1.38909     1.38909 1.72699e-05
          14     1.38917      1.3891 1.69045e-05
          15     1.38915      1.3891 1.61091e-05
          16     1.38918     1.38911 1.58121e-05
          17     1.38906      1.3891 1.51524e-05
          18      1.3891      1.3891  1.4311e-05
          19     1.38897      1.3891 1.51508e-05
          20       1.389     1.38909 1.51319e-05
