           1     1.20072     1.20072           0
           2     1.19319     1.19695   0.0026609
           3     1.19639     1.19677  0.00178066
           4     1.20875     1.19976  0.00291821
           5     1.19915     1.19964  0.00233714
           6     1.20506     1.20054  0.00211521
           7     1.20119     1.20064  0.00181507
           8     1.19207     1.19957  0.00187748
           9     1.19465     1.19902  0.00174635
          10     1.20653     1.19977  0.00172552
          11     1.20023     1.19981  0.00156917
          12     1.19214     1.19917  0.00156336
          13     1.19927     1.19918  0.00144312
          14     1.20193     1.19938  0.00135336
          15     1.19381     1.19901  0.00131307
          16     1.20098     1.19913  0.00123678
          17     1.20132     1.19926   0.0011707
          18     1.20303     1.19947  0.00112426
          19      1.1962      1.1993  0.00107815
          20     1.20717     1.19969  0.00109383
           1     1.65947     1.65947           0
           2     1.64746     1.65347  0.00424301
           3     1.65359     1.65351  0.00282887
           4     1.68099     1.66038  0.00631795
           5      1.6702     1.66234  0.00535108
           6     1.65996     1.66195  0.00447389
           7     1.62684     1.65693  0.00602162
           8      1.6347     1.65415  0.00587512
           9     1.62637     1.65107  0.00597835
          10     1.64154     1.65011  0.00545581
          11     1.67941     1.65278  0.00557208
          12     1.62385     1.65037  0.00560509
          13     1.60849     1.64714  0.00602891
          14     1.66954     1.64874  0.00580658
          15     1.63855     1.64806  0.00545909
          16     1.64381      1.6478  0.00512438
          17     1.65628      1.6483  0.00484719
          18       1.642     1.64795   0.0045905
          19     1.62762     1.64688  0.00447189
          20     1.69481     1.64927   0.0048482
           1     1.74506     1.74506           0
           2     1.80292     1.77399   0.0204568
           3     1.84957     1.79918   0.0246813
           4     1.89426     1.82295   0.0276832
           5     1.84235     1.82683   0.0224167
           6     1.77615     1.81838   0.0202096
           7      1.8024      1.8161   0.0174512
           8     1.83912     1.81898   0.0155052
           9     1.80211      1.8171   0.0138952
          10     1.79927     1.81532   0.0126196
          11     1.73504     1.80802   0.0134177
          12     1.79606     1.80702   0.0123366
          13     1.77812      1.8048   0.0115862
          14     1.75615     1.80133   0.0112678
          15      1.7354     1.79693   0.0113414
          16     1.74644     1.79378   0.0110628
          17     1.83846      1.7964   0.0107198
          18     1.75883     1.79432   0.0103255
          19     1.80219     1.79473  0.00979036
          20     1.82341     1.79616  0.00940526
